"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00025333","SITKA AIRPORT, AK US","2018-12-17","0.35",,"48","43"
"USW00025333","SITKA AIRPORT, AK US","2018-12-18","0.62",,"48","41"
"USW00025333","SITKA AIRPORT, AK US","2018-12-19","0.28",,"43","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-20","0.42",,"39","31"
"USW00025333","SITKA AIRPORT, AK US","2018-12-21","0.00",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","2018-12-22","0.00",,"44","36"
"USW00025333","SITKA AIRPORT, AK US","2018-12-23","0.08",,"43","36"
"USW00025333","SITKA AIRPORT, AK US","2018-12-24","0.61",,"41","37"
"USW00025333","SITKA AIRPORT, AK US","2018-12-25","0.00",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-26","0.21",,"46","42"
"USW00025333","SITKA AIRPORT, AK US","2018-12-27","0.26",,"47","42"
"USW00025333","SITKA AIRPORT, AK US","2018-12-28","0.03",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","2018-12-29","0.13",,"38","32"
"USW00025333","SITKA AIRPORT, AK US","2018-12-30","0.20",,"42","36"
"USW00025333","SITKA AIRPORT, AK US","2018-12-31","0.89",,"48","41"
